file,merchant,date,receipt_number,item_count,subtotal,discount,tax,total,payment_method,confidence,warning_count,warnings
X51005663317.jpg,LIM SENG THO HARDWAR TRADING,,,0,,,,,,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663323.jpg,KOHSENG HARDWARE,04/12/2017,CS00042153,0,,,48.0,848.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005663323.jpg,KOHSENG HARDWARE,04/12/2017,CS00042153,0,,,48.0,848.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005663324.jpg,SYARIKAT PERNIAGAAN GIN KEE,28/12/2017,,0,,,26.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663324.jpg,SYARIKAT PERNIAGAAN GIN KEE,28/12/2017,,0,,,26.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005675095.jpg,SOLARIS,14/01/2018,,3,,,4.0,4.0,,1.0,0,
X51005675095.jpg,SOLARIS,14/01/2018,,3,,,4.0,4.0,,1.0,0,
X51005675099.jpg,Super Terminal Sdn Bhd,20/01/2018,,0,,,132.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005675099.jpg,Super Terminal Sdn Bhd,20/01/2018,,0,,,132.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005675103.jpg,SYARIKAT PERNIAGAAN GIN KEE,04/01/2018,,0,,,94.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005675103.jpg,SYARIKAT PERNIAGAAN GIN KEE,04/01/2018,,0,,,94.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005675104.jpg,SYARIKAT PERNIAGAAN GIN KEE,25/01/2018,,1,,10.8,190.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005675104.jpg,SYARIKAT PERNIAGAAN GIN KEE,25/01/2018,,1,,10.8,190.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005675914.jpg,BEYOND BROTHERS HARDWARE,1-0-2,,0,,0.0,5.0,,CASH,0.9993685978651046,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005675914.jpg,BEYOND BROTHERS HARDWARE,1-0-2,,0,,0.0,5.0,,CASH,0.9993685978651046,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676534.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,,0,,0.0,68.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676534.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,,0,,0.0,68.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676535.jpg,SYARIKAT PERNIAGAAN GIN KEE,30/12/2017,,0,,0.0,5.04,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676535.jpg,SYARIKAT PERNIAGAAN GIN KEE,30/12/2017,,0,,0.0,5.04,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676536.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,0.0,87.8,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676536.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,0.0,87.8,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676537.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,,0,,0.0,90.1,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676537.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,,0,,0.0,90.1,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676538.jpg,SYARIKAT PERNIAGAAN GIN KEE,04/01/2018,,0,,2.53,42.2,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676538.jpg,SYARIKAT PERNIAGAAN GIN KEE,04/01/2018,,0,,2.53,42.2,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676539.jpg,SYARIKAT PERNIAGAAN GIN KEE,10/01/2018,,0,,1.32,23.32,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676539.jpg,SYARIKAT PERNIAGAAN GIN KEE,10/01/2018,,0,,1.32,23.32,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676540.jpg,SYARIKAT PERNIAGAAN GIN KEE,11/01/2018,,0,,0.0,116.28,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676540.jpg,SYARIKAT PERNIAGAAN GIN KEE,11/01/2018,,0,,0.0,116.28,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676541.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,,0,,0.0,89.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676541.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,,0,,0.0,89.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676542.jpg,SYARIKAT PERNIAGAAN GIN KEE,29/12/2017,,0,,0.0,10.6,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676542.jpg,SYARIKAT PERNIAGAAN GIN KEE,29/12/2017,,0,,0.0,10.6,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676543.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,0.75,12.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676543.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,0.75,12.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676544.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,0.0,2.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676544.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,0.0,2.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676545.jpg,SYARIKAT PERNIAGAAN GIN KEE,13/01/2018,,0,,,6.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676545.jpg,SYARIKAT PERNIAGAAN GIN KEE,13/01/2018,,0,,,6.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676546.jpg,SYARIKAT PERNIAGAAN GIN KEE,11/01/2018,,0,,1.2,21.2,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676546.jpg,SYARIKAT PERNIAGAAN GIN KEE,11/01/2018,,0,,1.2,21.2,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676547.jpg,SYARIKAT PERNIAGAAN GIN KEE,13/01/2018,,0,,0.0,12.72,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676547.jpg,SYARIKAT PERNIAGAAN GIN KEE,13/01/2018,,0,,0.0,12.72,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676548.jpg,SYARIKAT PERNIAGAAN GIN KEE,15/01/2018,,0,,0.63,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676548.jpg,SYARIKAT PERNIAGAAN GIN KEE,15/01/2018,,0,,0.63,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676549.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,,37.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005676549.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,,0,,,37.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677327.jpg,SYARIKAT PERNIAGAAN GIN KEE,01/02/2018,,0,,0.0,2.04,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677327.jpg,SYARIKAT PERNIAGAAN GIN KEE,01/02/2018,,0,,0.0,2.04,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677328.jpg,SYARIKAT PERNIAGAAN GIN KEE,12/02/2018,,0,,0.0,5.3,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677328.jpg,SYARIKAT PERNIAGAAN GIN KEE,12/02/2018,,0,,0.0,5.3,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677329.jpg,SYARIKAT PERNIAGAAN GIN KEE,12/02/2018,,0,,0.0,90.1,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677329.jpg,SYARIKAT PERNIAGAAN GIN KEE,12/02/2018,,0,,0.0,90.1,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677331.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/02/2018,,0,,,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677331.jpg,SYARIKAT PERNIAGAAN GIN KEE,03/02/2018,,0,,,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677332.jpg,SYARIKAT PERNIAGAAN GIN KEE,12/01/2018,,0,,,7.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677332.jpg,SYARIKAT PERNIAGAAN GIN KEE,12/01/2018,,0,,,7.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677333.jpg,SYARIKAT PERNIAGAAN GIN KEE,31/01/2018,,0,,0.0,5.76,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677333.jpg,SYARIKAT PERNIAGAAN GIN KEE,31/01/2018,,0,,0.0,5.76,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677334.jpg,SYARIKAT PERNIAGAAN GIN KEE,31/01/2018,,0,,0.0,78.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677334.jpg,SYARIKAT PERNIAGAAN GIN KEE,31/01/2018,,0,,0.0,78.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677335.jpg,SYARIKAT PERNIAGAAN GIN KEE,24/01/2018,,0,,0.0,6.36,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677335.jpg,SYARIKAT PERNIAGAAN GIN KEE,24/01/2018,,0,,0.0,6.36,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677336.jpg,SYARIKAT PERNIAGAAN GIN KEE,27/01/2018,,0,,,21.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677336.jpg,SYARIKAT PERNIAGAAN GIN KEE,27/01/2018,,0,,,21.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677337.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/02/2018,,0,,,25.44,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677337.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/02/2018,,0,,,25.44,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677339.jpg,BEYOND BROTHERS HARDWARE,1-0-2,,0,,0.0,60.0,,CASH,0.9905960109378351,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005677339.jpg,BEYOND BROTHERS HARDWARE,1-0-2,,0,,0.0,60.0,,CASH,0.9905960109378351,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005684949.jpg,WESTERN EASTERN,26-02-2018,,3,,,7.42,0.02,CASH,1.0,0,
X51005684949.jpg,WESTERN EASTERN,26-02-2018,,3,,,7.42,0.02,CASH,1.0,0,
X51005685355.jpg,RESTORAN IBRAHIM MAJU SB,19/03/2018,,0,,,5.0,5.3,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005685355.jpg,RESTORAN IBRAHIM MAJU SB,19/03/2018,,0,,,5.0,5.3,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005685357.jpg,sang Foole,02/03/18,71857936,2,,,0.0,,,1.0,1,Receipt total could not be confidently identified.
X51005685357.jpg,sang Foole,02/03/18,71857936,2,,,0.0,,,1.0,1,Receipt total could not be confidently identified.
X51005705722.jpg,ASO ELECTRICAL TRADING SDN BHD,27/09/2017,CS00087400,0,0.0,14.04,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705722.jpg,ASO ELECTRICAL TRADING SDN BHD,27/09/2017,CS00087400,0,0.0,14.04,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705727.jpg,KEDAI BUKU NEW ACHEIVERS,28/12/2017,CS00310146,0,4.0,2.16,4.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705727.jpg,KEDAI BUKU NEW ACHEIVERS,28/12/2017,CS00310146,0,4.0,2.16,4.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705729.jpg,ASO ELECTRICAL TRADING SDN BHD,13/10/2017,CS00088810,0,89.26,0.0,89.26,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705729.jpg,ASO ELECTRICAL TRADING SDN BHD,13/10/2017,CS00088810,0,89.26,0.0,89.26,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705760.jpg,MYDIN,10/08/2017,322563,9,,,20.19,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005705760.jpg,MYDIN,10/08/2017,322563,9,,,20.19,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005705784.jpg,KEDAI BUKU NEW ACHEIVERS,15/09/2017,,0,0.0,2.72,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705784.jpg,KEDAI BUKU NEW ACHEIVERS,15/09/2017,,0,0.0,2.72,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705804.jpg,ASO ELECTRICAL TRADING SDN BHD,04/12/2017,CS00093091,0,0.0,5.6,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005705804.jpg,ASO ELECTRICAL TRADING SDN BHD,04/12/2017,CS00093091,0,0.0,5.6,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005710963.jpg,59 JALAN BANDAR SATU,21/03/2018,CS00032256,0,,,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005710963.jpg,59 JALAN BANDAR SATU,21/03/2018,CS00032256,0,,,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711401.jpg,RESTORAN WAN SHENG,,,0,,,0.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711401.jpg,RESTORAN WAN SHENG,,,0,,,0.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711402.jpg,RESTORAN WAN SHENG,17-03-2018,,0,,,9.07,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711402.jpg,RESTORAN WAN SHENG,17-03-2018,,0,,,9.07,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711403.jpg,RESTORAN WAN SHENG,19-03-2018,,0,,,4.4,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711403.jpg,RESTORAN WAN SHENG,19-03-2018,,0,,,4.4,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711404.jpg,RESTORAN WAN SHENG,14-03-2018,,0,,,0.26,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711404.jpg,RESTORAN WAN SHENG,14-03-2018,,0,,,0.26,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711441.jpg,RESTORAN WAN SHENG,,,0,,,2.2,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711441.jpg,RESTORAN WAN SHENG,,,0,,,2.2,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711442.jpg,RESTORAN WAN SHENG,,,0,,,9.07,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711442.jpg,RESTORAN WAN SHENG,,,0,,,9.07,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711443.jpg,RESTORAN WAN SHENG,,,0,,,0.37,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711443.jpg,RESTORAN WAN SHENG,,,0,,,0.37,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711444.jpg,RESTORAN WAN SHENG,,,0,,,0.26,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711444.jpg,RESTORAN WAN SHENG,,,0,,,0.26,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711445.jpg,RESTORAN WAN SHENG,,,0,,,0.38,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711445.jpg,RESTORAN WAN SHENG,,,0,,,0.38,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711446.jpg,RESTORAN WAN SHENG,,,0,,,6.81,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711446.jpg,RESTORAN WAN SHENG,,,0,,,6.81,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711447.jpg,RESTORAN WAN SHENG,14-03-2018,,0,,,2.17,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711447.jpg,RESTORAN WAN SHENG,14-03-2018,,0,,,2.17,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711449.jpg,RESTORAN WAN SHENG,07-03-2018,,0,,,4.54,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711449.jpg,RESTORAN WAN SHENG,07-03-2018,,0,,,4.54,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711451.jpg,RESTORAN WAN SHENG,,,0,,,0.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711451.jpg,RESTORAN WAN SHENG,,,0,,,0.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711452.jpg,Gerbang Alaf Restaurants Sdn Bhd,1300-13-1300,,0,,,25.4,9.5,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005711452.jpg,Gerbang Alaf Restaurants Sdn Bhd,1300-13-1300,,0,,,25.4,9.5,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005711453.jpg,Gerbang Alaf Restaurants Sdn Bhd,10/03/2018,,0,,,8.5,3.5,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005711453.jpg,Gerbang Alaf Restaurants Sdn Bhd,10/03/2018,,0,,,8.5,3.5,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005711454.jpg,PappaRich BMC,24 Mar 18,,6,6.25,,72.93,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005711454.jpg,PappaRich BMC,24 Mar 18,,6,6.25,,72.93,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005711456.jpg,SUSHI MENTAI - MAHKOTA CHERAS,31-03-2018,114105,0,,,56.2,,VISA,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005711456.jpg,SUSHI MENTAI - MAHKOTA CHERAS,31-03-2018,114105,0,,,56.2,,VISA,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005712017.jpg,Gerbang Alaf Restaurants Sdn Bhd,18/03/2018,,0,,,13.1,11.1,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005712017.jpg,Gerbang Alaf Restaurants Sdn Bhd,18/03/2018,,0,,,13.1,11.1,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005712021.jpg,HAPPY SNACKS ENTERPRISE,20/03/2018,,0,,,0.02,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005712021.jpg,HAPPY SNACKS ENTERPRISE,20/03/2018,,0,,,0.02,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005712038.jpg,SWCENTERPRISE,28/03/2018,,1,30.0,,30.0,30.0,CASH,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005712038.jpg,SWCENTERPRISE,28/03/2018,,1,30.0,,30.0,30.0,CASH,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005712039.jpg,L TWO FLORIST & HANDICRAFT,21/03/2018,,3,,,0.0,9.0,CASH,1.0,0,
X51005712039.jpg,L TWO FLORIST & HANDICRAFT,21/03/2018,,3,,,0.0,9.0,CASH,1.0,0,
X51005715007.jpg,KAISON FURNISHING SDN BHD,25-03-18,1502102697,3,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005715007.jpg,KAISON FURNISHING SDN BHD,25-03-18,1502102697,3,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005715010.jpg,watsons,,,4,41.43,,,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005715010.jpg,watsons,,,4,41.43,,,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005715451.jpg,POPULAR BOOK,06/02/18,246761,2,,,0.01,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005715451.jpg,POPULAR BOOK,06/02/18,246761,2,,,0.01,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005715455.jpg,99 SPEED MAPT S/B 519537-X,26-03-18,,2,,,10.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005715455.jpg,99 SPEED MAPT S/B 519537-X,26-03-18,,2,,,10.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005715456.jpg,KHE ELECTRICAL TRADING,22/03/2018,,0,,0.0,5.76,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005715456.jpg,KHE ELECTRICAL TRADING,22/03/2018,,0,,0.0,5.76,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005717526.jpg,Derbang Alaf Restaurants Sdn Bhd,02/03/2018,,0,,,,11.1,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005717526.jpg,Derbang Alaf Restaurants Sdn Bhd,02/03/2018,,0,,,,11.1,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005719814.jpg,KIKU JAPANESE RESTAURANT,17/1/2018,,4,29.7,29.7,,29.7,CASH,1.0,0,
X51005719814.jpg,KIKU JAPANESE RESTAURANT,17/1/2018,,4,29.7,29.7,,29.7,CASH,1.0,0,
X51005719823.jpg,SIMPLIFIED TAX INVOICE,29/01/2018,CS00123688,3,,,1.26,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719823.jpg,SIMPLIFIED TAX INVOICE,29/01/2018,CS00123688,3,,,1.26,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719855.jpg,ROCKU YAKINIKU,,,5,,,10.28,181.55,CASH,1.0,0,
X51005719855.jpg,ROCKU YAKINIKU,,,5,,,10.28,181.55,CASH,1.0,0,
X51005719856.jpg,baskinBRrobbins,,,2,,,22.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719856.jpg,baskinBRrobbins,,,2,,,22.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719857.jpg,Salon Du Chocolat,19-02-2018,,0,,,20.4,,,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719857.jpg,Salon Du Chocolat,19-02-2018,,0,,,20.4,,,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719862.jpg,99 SPEED MART S/B S19537-X,03-02-18,,1,,,3.49,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719862.jpg,99 SPEED MART S/B S19537-X,03-02-18,,1,,,3.49,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719863.jpg,SEN LEE HEONG RESTAURANT,12-01-2018,,6,73.0,,4.38,77.4,CASH,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005719863.jpg,SEN LEE HEONG RESTAURANT,12-01-2018,,6,73.0,,4.38,77.4,CASH,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005719864.jpg,FUN N CHEER MALURI,05/01/2018,,1,,,1.69,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719864.jpg,FUN N CHEER MALURI,05/01/2018,,1,,,1.69,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719873.jpg,Your order number is,21/01/2018,number,2,8.6,,8.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719873.jpg,Your order number is,21/01/2018,number,2,8.6,,8.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719874.jpg,NADEJE PRESTIGE SDN BHD,2018/02/2213,,6,,,2.21,39.0,CASH,1.0,0,
X51005719874.jpg,NADEJE PRESTIGE SDN BHD,2018/02/2213,,6,,,2.21,39.0,CASH,1.0,0,
X51005719882.jpg,99 SPEED MART S/B S19537-X,17-02-18,,1,,,213.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719882.jpg,99 SPEED MART S/B S19537-X,17-02-18,,1,,,213.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719883.jpg,99 SPEED MART S/B 519537-X,17-02-18,,1,,,150.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719883.jpg,99 SPEED MART S/B 519537-X,17-02-18,,1,,,150.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719886.jpg,SUNFISH,05/01/2018,,5,28.7,,1.62,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719886.jpg,SUNFISH,05/01/2018,,5,28.7,,1.62,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719888.jpg,POTTERS GARDEN SDN BHD,04/01/2018,,5,39.8,,37.54,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
